,Number,Gender,NameSet,GivenName,Surname,StreetAddress,City,StateFull,ZipCode,CountryFull,EmailAddress,TelephoneNumber,Birthday,Age,Occupation,Company,Vehicle,BloodType,Kilograms,FeetInches,CrimeType,Area,Crime by Area
2566,2567,male,American,Emily,Hamel,1039 MacLaren Street,Ottawa,Ontario,K1P 5M7,Canada,ThurmanMHamel@gustr.com,613-787-5116,05-01-1978,44,Multimedia artist,FlowerTime,2000 Mercury Mystique,A+,109.0,"5' 9""",Break and Enter Residential/Other,Kitsilano,33
2567,2568,male,American,Benita,Mitchell,2023 184th Street,Edmonton,Alberta,T5J 2R4,Canada,DavidBMitchell@teleworm.us,780-405-9199,04-09-1984,38,Stenocaptioner,Cuppy's Coffee,2004 Opel Combo,B+,73.9,"5' 9""",Vehicle Collision or Pedestrian Struck (with Injury),Latchford,5
2568,2569,female,American,Pandora,Jenkins,1003 Sherbrooke Ouest,Montreal,Quebec,H4A 1H3,Canada,GraceLJenkins@einrot.com,514-512-0473,05-05-1989,33,Truck dispatcher,Bay Furniture,2005 BMW 545,O+,79.1,"5' 2""",Vehicle Collision or Pedestrian Struck (with Injury),Central,13
2569,2570,female,American,Jason,Hunt,3383 Wallbridge Loyalist Rd,Belleville,Ontario,K8N 1L9,Canada,AmberRHunt@gustr.com,613-391-0997,10-11-2002,20,Dinkey operator,K&G Distributors,2000 Chevrolet Cavalier,O+,83.6,"5' 6""",Offence Against a Person,Central,35
2570,2571,female,American,David,Pauling,3747 rue Garneau,Quebec,Quebec,G1V 3V5,Canada,ChristineJPauling@cuvox.de,418-933-9114,03-10-1976,46,Welder,Prestigabiz,2006 Volvo V50,A+,99.5,"5' 8""",Break and Enter Residential/Other,South Granville,193
2571,2572,male,American,Rebecca,Horne,2389 rue des Églises Est,Ville Marie,Quebec,J0Z 3W0,Canada,MiquelEHorne@cuvox.de,819-629-4624,09-07-1992,30,Macroeconomist,Custom Lawn Service,2011 Ford Bantam,A+,106.8,"6' 2""",Break and Enter Residential/Other,Latchford,10
2572,2573,male,American,Edward,Moore,2946 Brant Ave,Keephills,Alberta,T1T 1T1,Canada,LuisSMoore@dayrep.com,780-731-3371,3/25/1992,30,Industrial economist,Grand Union,2003 Honda Accord,A+,108.4,"6' 0""",Break and Enter Residential/Other,Grandview,41
2573,2574,male,American,Linda,Jacinto,2721 Brand Road,Saskatoon,Saskatchewan,S7K 1W8,Canada,GeorgeEJacinto@teleworm.us,306-934-0248,4/26/1983,39,Ceiling tile installer,Unity Frankford Stores,2004 Westfield ZEI,O+,74.9,"5' 6""",Mischief,South Granville,726
2574,2575,female,American,Tiffany,Sloan,4073 Landon Street,Powassan,Ontario,P0H 1Z0,Canada,AmberMSloan@superrito.com,705-724-5139,9/14/1999,23,Systems architect,One-Up Realty,2011 Tata Nano,O+,86.7,"5' 4""",Offence Against a Person,South Vancouver,5
2575,2576,male,American,Carl,Corona,3301 Bayfield St,Richmond Hill,Ontario,L4C 3Y2,Canada,EugeneDCorona@fleckens.hu,905-784-2348,12-01-1980,42,U.S. Deputy Marshal,Realty Zone,1997 Jeep Grand Cherokee,A+,92.8,"6' 1""",Mischief,Kitsilano,5
2576,2577,female,American,Johnny,Allison,900 11th Ave,Calgary,Alberta,T2P 1M6,Canada,ChasityJAllison@fleckens.hu,403-206-0741,5/28/1982,40,Engraver,Pay'N Takeit,2012 Scion xB,AB+,100.0,"5' 5""",Vehicle Collision or Pedestrian Struck (with Injury),Latchford,5
2577,2578,female,American,Michael,Springer,784 Bay Street,Toronto,Ontario,M5J 2R8,Canada,RuthMSpringer@jourrapide.com,416-837-4987,08-01-2000,22,Floral designer,Aaronson Furniture,2000 Ferrari Maranello,A+,48.9,"5' 8""",Break and Enter Residential/Other,Kitsilano,9
2578,2579,male,American,Karl,Horn,310 Nootka Street,Vancouver,British Columbia,V5M 3M5,Canada,BruceSHorn@teleworm.us,778-840-4901,2/22/1994,29,Biometrician,Farmer Jack,2002 Acura TL,A+,73.2,"5' 6""",Vehicle Collision or Pedestrian Struck (with Injury),The West End,726
2579,2580,male,American,Anna,Johnson,251 James Street,Scotland,Ontario,N0E 1R0,Canada,SergioPJohnson@jourrapide.com,519-446-9703,04-04-1977,45,Worker compensation coordinator,Sun Foods,1997 Toyota Hi-Ace,B+,103.1,"6' 2""",Vehicle Collision or Pedestrian Struck (with Injury),Central,229
2580,2581,female,American,Miguel,Sanders,528 Birkett Lane,Brantford,Ontario,N3T 2Z8,Canada,AbbyTSanders@fleckens.hu,519-861-3015,10-01-1983,39,Landscape designer,Hugh M. Woods,2003 Dodge Intrepid,O+,54.8,"5' 8""",Vehicle Collision or Pedestrian Struck (with Injury),South Vancouver,845
2581,2582,female,American,Don,Blackston,413 Wellington Ave,Chilliwack,British Columbia,V2P 2M1,Canada,CourtneyOBlackston@jourrapide.com,604-991-6735,6/28/1972,50,Gaming services,Landskip Yard Service,2002 Rover 45,A+,98.3,"5' 6""",Break and Enter Commercial,Grandview,2198
2582,2583,female,American,Herbert,Hernandez,1457 Sturgeon Drive,Fort Saskatchewan,Alberta,T8L 2H4,Canada,BettySHernandez@fleckens.hu,780-998-6707,12-06-1984,38,Human resources generalist,Burstein-Applebee,1993 Daihatsu Feroza,O+,63.1,"5' 4""",Vehicle Collision or Pedestrian Struck (with Injury),Kitsilano,5
2583,2584,female,American,David,Smith,4135 Lockhart Drive,Barrie,Ontario,L4M 3B1,Canada,ShirleyKSmith@superrito.com,705-735-8725,2/26/1975,47,Respiratory therapist,Crazy Tiger,1993 Citroen Rally Raid,B+,50.9,"5' 4""",Vehicle Collision or Pedestrian Struck (with Injury),The West End,726
2584,2585,male,American,Kip,Chang,919 Lynden Road,Tottenham,Ontario,L0G 1W0,Canada,LeonNChang@jourrapide.com,905-936-1950,1/21/1996,27,Agricultural manager,Lazysize,2008 Peugeot 1007,A+,111.4,"5' 10""",Vehicle Collision or Pedestrian Struck (with Injury),Kitsilano,47
2585,2586,male,American,Frankie,Covington,2196 7th Ave,Calgary,Alberta,T2P 0W4,Canada,RaulPCovington@gustr.com,403-267-7087,05-02-1976,46,Instructional aide,Sambo's,2008 Holden Commodore,B-,111.1,"5' 10""",Vehicle Collision or Pedestrian Struck (with Injury),Central,53
2586,2587,female,American,Thomas,Wallace,3248 Reserve St,Harrowsmith,Ontario,K0H 1V0,Canada,BethTWallace@dayrep.com,613-376-6508,7/28/1972,50,Home health aide,Endicott Johnson,2002 Rover 25,A+,81.5,"5' 6""",Vehicle Collision or Pedestrian Struck (with Injury),West Point Grey,193
2587,2588,male,American,Mary,Ressler,3427 Sheppard Ave,Toronto,Ontario,M1S 1T4,Canada,MarkVRessler@teleworm.us,416-412-8296,6/27/1995,27,Bindery machine operator,A. L. Price,2000 Hyundai Lantra,B+,103.9,"5' 11""",Vehicle Collision or Pedestrian Struck (with Injury),The West End,9
2588,2589,male,American,Anita,Dedrick,3959 Sherbrooke Ouest,Montreal,Quebec,H4A 1H3,Canada,JamesWDedrick@cuvox.de,514-242-3807,3/27/1983,39,Upholsterer,Tam's Stationers,2006 Jaguar XJR,B+,100.1,"6' 0""",Mischief,Central,5
2589,2590,female,American,Curtis,Griffin,1728 Carling Avenue,Ottawa,Ontario,K1Z 7B5,Canada,JenniferPGriffin@gustr.com,613-297-9293,12-01-1981,41,Construction laborer,Coon Chicken Inn,1993 Mitsubishi Valley,B+,59.1,"5' 8""",Vehicle Collision or Pedestrian Struck (with Injury),Oakville,5
2590,2591,female,American,Ina,Felix,448 Pearl Street,Streetsville,Ontario,L5M 1X2,Canada,RachelEFelix@einrot.com,905-819-6918,03-11-1989,33,Agricultural manager,Sandy's,1993 Nissan Pulsar,O-,61.3,"5' 1""",Break and Enter Residential/Other,South Granville,41
2591,2592,male,American,John,Huth,4392 40th Street,Calgary,Alberta,T2W 4H7,Canada,JohnLHuth@gustr.com,403-238-9618,4/19/1980,42,Closing agent,Integra Investment Service,1995 Plymouth Neon,A-,67.3,"6' 0""",Vehicle Collision or Pedestrian Struck (with Injury),South Vancouver,98
2592,2593,female,American,Michael,King,2845 Wascana Parkway,Regina,Saskatchewan,S4S 2R3,Canada,EmmaJKing@jourrapide.com,306-779-3643,3/19/1992,30,Budget manager,Practi-Plan Mapping,1997 Seat Inca Kombi,O+,52.0,"5' 1""",Vehicle Collision or Pedestrian Struck (with Injury),The West End,47
2593,2594,female,American,Scott,Kelly,3970 Nelson Street,Fort Severn,Ontario,P0V 1W0,Canada,MarleneJKelly@dayrep.com,807-478-1861,1/15/1981,42,Physiologist,Little Folk Shops,2009 Nissan Sentra,A+,93.7,"5' 2""",Break and Enter Commercial,South Vancouver,7
2594,2595,male,American,Brandon,Drake,1980 Yonge Street,Toronto,Ontario,M4W 1J7,Canada,RobertLDrake@armyspy.com,416-358-1252,02-09-1999,24,Hotel desk clerk,SoundTrack,1997 Ford Contour,A+,77.1,"6' 2""",Vehicle Collision or Pedestrian Struck (with Injury),South Granville,193
2595,2596,male,American,Peter,Dixon,311 Dominion St,Lancaster,Ontario,K0C 1N0,Canada,JuanLDixon@superrito.com,613-347-2091,4/16/1985,37,Custodial worker,Incredible Universe,2000 Chevrolet Suburban,O+,112.4,"6' 0""",Break and Enter Commercial,Grandview,645
2596,2597,male,American,Kelly,Young,2246 Port Washington Road,Bow Island,Alberta,T0K 0G0,Canada,EugeneSYoung@cuvox.de,403-545-1401,1/26/1977,46,Merchandise displayer,PriceRite Warehouse Club,2003 Alfa Romeo GT,O+,112.6,"6' 1""",Break and Enter Commercial,Latchford,229
2597,2598,female,American,Estelle,Johnson,3398 1st Ave,Yorkton,Saskatchewan,S3N 1J6,Canada,JoanSJohnson@dayrep.com,306-783-5122,05-11-1995,27,Screen printing machine operator,Strength Gurus,2005 Lamborghini Concept S,O+,52.1,"5' 4""",Vehicle Collision or Pedestrian Struck (with Fatality),Latchford,41
2598,2599,female,American,Kathryn,Finke,3734 Reserve St,Westport,Ontario,K0G 1X0,Canada,MaryEFinke@jourrapide.com,613-273-8017,8/15/1972,50,Glazier,Quality Merchant Services,2008 Honda S2000,B+,80.5,"5' 8""",Vehicle Collision or Pedestrian Struck (with Fatality),The West End,47
2599,2600,female,American,Dolores,May,4230 Nelson Street,Ogoki,Ontario,P0T 2L0,Canada,CarolEMay@cuvox.de,807-349-0190,11-03-2001,21,Administrative services director,Lafayette Radio,1994 Toyota Starlet,O+,57.2,"5' 2""",Offence Against a Person,Mount Pleasant,787
2600,2601,male,American,Edna,James,318 Tycos Dr,Toronto,Ontario,M5T 1T4,Canada,PaulTJames@superrito.com,416-349-0856,08-02-1989,33,Airport terminal controller,Omni Source,1999 Mitsubishi SUW,O+,73.4,"5' 11""",Vehicle Collision or Pedestrian Struck (with Fatality),Kitsilano,645
2601,2602,female,American,Jessica,Davidson,413 Landon Street,Mattawa,Ontario,P0H 1V0,Canada,NicoleCDavidson@fleckens.hu,705-744-5180,07-11-1976,46,Bicycle repairer,Harvest Foods,2004 Vauxhall Meriva,A+,90.5,"5' 5""",Break and Enter Residential/Other,South Vancouver,33
2602,2603,male,American,Jennifer,Pinkston,719 Wallace Street,Nanaimo,British Columbia,V9R 3A8,Canada,EvanMPinkston@armyspy.com,250-668-7968,10/24/2003,19,Legal assistant,Rogers Food Stores,2000 Mitsubishi Verada,A+,59.5,"5' 8""",Break and Enter Commercial,Oakville,229
2603,2604,female,American,Kenneth,Corbin,1296 Whitmore Road,Woodbridge,Ontario,L0L 0L0,Canada,FrancesJCorbin@superrito.com,905-856-7186,11/30/2001,21,Life Guard,Marianne,2015 Nissan Leaf,B+,70.6,"5' 2""",Mischief,Mount Pleasant,726
2604,2605,female,American,Robert,Sproles,1615 Granville St,Halifax,Nova Scotia,B3K 5L2,Canada,BettyRSproles@rhyta.com,902-440-0256,7/21/1998,24,Optometrist,Murray's Discount Auto Stores,2005 Ford Laser,A+,87.9,"5' 3""",Break and Enter Residential/Other,Central,13
2605,2606,male,American,Richard,Hernandez,2091 Alaska Hwy,Fort Nelson,British Columbia,V0C 1C0,Canada,WmPHernandez@fleckens.hu,250-774-1576,11/21/1983,39,Chiropractic doctor,Atlas Realty,1999 Mitsubishi Galant,B+,100.7,"6' 2""",Vehicle Collision or Pedestrian Struck (with Fatality),The West End,10
2606,2607,male,American,Dana,Lavigne,2707 Hardy Street,Kelowna,British Columbia,V1Y 8H2,Canada,EarnestALavigne@teleworm.us,250-808-2292,2/26/1998,24,Admissions director,Best Biz Survis,1994 Ferrari F512 M,A+,102.5,"6' 0""",Break and Enter Residential/Other,South Vancouver,8
2607,2608,male,American,Jorge,Campbell,1184 Woodvale Drive,Melbourne,Ontario,N0L 1T0,Canada,AngelJCampbell@teleworm.us,519-289-8876,07-06-2001,21,High school counselor,Parts America,2010 Chevrolet Avalanche,A+,99.2,"5' 10""",Vehicle Collision or Pedestrian Struck (with Fatality),Oakville,2198
2608,2609,female,American,Lester,Lopez,1851 St Jean Baptiste St,St Gedeon De Beauce,Quebec,G0M 1T0,Canada,HeidiGLopez@armyspy.com,418-582-5963,5/13/2000,22,Employment interviewer,Soul Sounds Unlimited,2005 Ford Focus,O+,52.0,"5' 7""",Vehicle Collision or Pedestrian Struck (with Fatality),South Granville,787
2609,2610,male,American,Julius,Belk,4424 Nootka Street,Vancouver,British Columbia,V5M 3M5,Canada,AllanTBelk@rhyta.com,778-235-4160,03-01-1999,23,Long haul truck driver,Ruehl No. 925,1999 Audi RS4,AB-,80.6,"6' 0""",Vehicle Collision or Pedestrian Struck (with Fatality),The West End,8
2610,2611,male,American,Kristin,Ferguson,3578 137th Avenue,Edmonton,Alberta,T5J 2Z2,Canada,WarrenNFerguson@superrito.com,780-708-2270,12/15/1988,34,Instructional materials director,Service Merchandise,2004 Land Rover Discovery,O+,79.5,"6' 1""",Break and Enter Commercial,Kitsilano,98
2611,2612,male,American,Harvey,Seldon,1755 Baker Street,London,Ontario,N0N 0N0,Canada,TeodoroSSeldon@cuvox.de,519-709-7307,11/18/1978,44,Abdominal sonographer,Good Times,2000 Pininfarina Metrocubo,A+,89.0,"5' 8""",Break and Enter Commercial,Central,10
2612,2613,male,American,Solomon,Baird,1230 40th Street,Calgary,Alberta,T2P 2V7,Canada,RichardJBaird@dayrep.com,403-539-2113,12/22/2000,22,Gas compressor operator,Monmax,2005 Ford Escort,O+,84.7,"5' 11""",Vehicle Collision or Pedestrian Struck (with Fatality),Kitsilano,35
2613,2614,male,American,Olive,Ramirez,1030 St Marys Rd,Winnipeg,Manitoba,R3C 3N9,Canada,EricMRamirez@rhyta.com,204-951-8551,10/28/1987,35,Floor finisher,Protean,1996 Donkervoort D8,B+,97.1,"5' 8""",Vehicle Collision or Pedestrian Struck (with Fatality),The West End,645
2614,2615,male,American,Joyce,Taylor,2783 Eglinton Avenue,Toronto,Ontario,M4P 1A6,Canada,RobertCTaylor@armyspy.com,416-710-1023,6/29/1998,24,Payroll bookkeeper,Practi-Plan,2009 Hyundai Terracan,O+,57.5,"5' 10""",Vehicle Collision or Pedestrian Struck (with Fatality),West Point Grey,53
2615,2616,female,American,Michael,Robey,3452 Baker Street,London,Ontario,N0N 0N0,Canada,KathySRobey@cuvox.de,519-435-3625,04-11-1978,44,Lathe and turning machine tool tender,DGS VolMAX,2005 AC Cobra,A+,60.8,"5' 7""",Theft of Vehicle,Grandview,35
2616,2617,male,American,Emily,Miller,4256 184th Street,Edmonton,Alberta,T5J 2R4,Canada,LinwoodLMiller@rhyta.com,780-446-8437,2/27/1983,39,Talking-books clerk,Martin's,2001 SsangYong Korando,B+,102.0,"6' 0""",Theft of Vehicle,The West End,8
2617,2618,female,American,Sandy,Springer,3520 Islington Ave,Toronto,Ontario,M9V 2X5,Canada,MaryLSpringer@armyspy.com,416-742-3209,03-10-1972,50,Secondary school teacher,Tower Records,2003 Volvo S40,A+,57.7,"5' 7""",Vehicle Collision or Pedestrian Struck (with Fatality),South Vancouver,10
2618,2619,female,American,Ann,Williams,4985 Keith Road,North Vancouver,British Columbia,V5T 2C1,Canada,SarahAWilliams@teleworm.us,604-903-4553,05-11-1997,25,Custodial worker,Audio Aid,1999 Lancia Dialogos,A+,81.8,"5' 7""",Offence Against a Person,Oakville,2198
2619,2620,male,American,Miguel,Harrison,2277 Pape Ave,Toronto,Ontario,M4E 2V5,Canada,JoseLHarrison@armyspy.com,416-737-8257,05-04-1979,43,Bus mechanic,Megatronic Plus,2002 Lada Samara II,O+,74.8,"5' 11""",Vehicle Collision or Pedestrian Struck (with Fatality),Mount Pleasant,53
2620,2621,male,American,Ida,Wilson,3107 rue des Églises Est,Lacorne,Quebec,J0Y 1R0,Canada,JohnJWilson@rhyta.com,819-799-9680,01-01-1977,46,Training coordinator,Crafts Canada,2005 Kia Picanto,A+,73.6,"6' 0""",Vehicle Collision or Pedestrian Struck (with Fatality),Kitsilano,53
2621,2622,male,American,Joyce,Mathis,373 40th Street,Calgary,Alberta,T2K 0P7,Canada,MatthewAMathis@fleckens.hu,403-731-0267,02-02-2004,19,Data input clerk,Sofa Express,1992 Toyota Blizzard,B+,53.1,"5' 11""",Vehicle Collision or Pedestrian Struck (with Injury),Mount Pleasant,726
2622,2623,female,American,Anthony,Seals,710 rue Saint-Antoine,Drummondville,Quebec,J2B 1G6,Canada,CarrieBSeals@jourrapide.com,819-816-8835,03-08-1991,31,Demographic economist,Life's Gold,2011 BMW 740,O+,95.4,"5' 9""",Vehicle Collision or Pedestrian Struck (with Injury),Kitsilano,53
2623,2624,female,American,Ted,Daley,4315 St. Paul Street,Niagara Falls,Ontario,L2E 4E6,Canada,BettyTDaley@armyspy.com,905-353-2374,02-12-1999,24,Checker,Pantry Pride,1995 Ferrari 512 M,O-,93.4,"5' 1""",Vehicle Collision or Pedestrian Struck (with Injury),Central,35
2624,2625,male,American,Helen,Armstrong,1862 rue Saint-Antoine,St Hyacinthe,Quebec,J2S 8R8,Canada,GregoryEArmstrong@superrito.com,450-251-4724,01-12-1997,26,Human resources director,Plan Future,1999 Ferrari F399,B+,96.0,"5' 11""",Break and Enter Residential/Other,Oakville,645
2625,2626,male,American,Lawrence,Hill,877 Toy Avenue,Oshawa,Ontario,L1H 7K5,Canada,KyleHHill@jourrapide.com,905-447-8874,2/17/1992,31,Computer software engineer,Just For Fun,2003 Citroen Saxo,O+,87.3,"5' 8""",Vehicle Collision or Pedestrian Struck (with Injury),Grandview,47
2626,2627,female,American,Elias,Bigelow,3807 Tchesinkut Lake Rd,Hazelton,British Columbia,V0J 2J0,Canada,JuneRBigelow@rhyta.com,250-842-2580,12/18/1987,35,Personnel manager,American Wholesale Club,1994 Toyota 4Runner,O-,78.8,"5' 6""",Break and Enter Residential/Other,Mount Pleasant,645
2627,2628,female,American,Ruth,Gillis,257 Wallace Street,Nanaimo,British Columbia,V9R 3A8,Canada,PeggyHGillis@fleckens.hu,250-713-9204,10/19/2003,19,Landscape designer,Second Time Around,2000 Toyota Picnic,O+,50.1,"5' 6""",Break and Enter Residential/Other,Mount Pleasant,726
2628,2629,male,American,Tracy,Golden,166 Orenda Rd,Brampton,Ontario,L6W 1Z2,Canada,KennethMGolden@teleworm.us,905-460-6585,10/18/1991,31,Electrical power line installer,Terra Nova Garden Services,2010 Mercedes-Benz SLR McLaren,A+,83.1,"5' 8""",Vehicle Collision or Pedestrian Struck (with Injury),Central,5
2629,2630,female,American,Jesse,Engelke,1037 rue Parc,Sherbrooke,Quebec,J1H 1J7,Canada,KelseyJEngelke@rhyta.com,819-780-0461,02-01-1977,46,Teaching assistant,Northern Star,2005 Peugeot 307,A-,64.4,"5' 4""",Break and Enter Residential/Other,South Granville,229
2630,2631,male,American,Howard,Adams,1099 Toy Avenue,Oshawa,Ontario,L1G 6Z8,Canada,GaryTAdams@gustr.com,905-914-0800,2/17/2000,23,Training assistant,Techo Solutions,2003 Peugeot 607,O+,79.8,"6' 0""",Vehicle Collision or Pedestrian Struck (with Injury),Latchford,98
2631,2632,male,American,James,Hernandez,3884 Edson Drive,Hinton,Alberta,T7V 1E8,Canada,AngeloKHernandez@rhyta.com,780-740-2310,02-06-1984,39,Industrial hygienist,Baltimore Markets,1998 Proton 300,A+,113.3,"5' 9""",Break and Enter Commercial,Latchford,13
2632,2633,male,American,Hugh,Wagner,1445 Davis Drive,Orillia,Ontario,L3V 1T4,Canada,MatthewAWagner@fleckens.hu,705-238-1926,7/17/1979,43,Macroeconomist,Red Food,2005 Mercury Grand Marquis,B+,78.9,"5' 11""",Vehicle Collision or Pedestrian Struck (with Injury),Central,845
2633,2634,female,American,Roy,Edwards,1704 Burdett Avenue,Victoria,British Columbia,V8W IE9,Canada,ValeriaCEdwards@superrito.com,250-412-9614,07-11-2001,21,Budget analyst,Rich and Happy,2001 TVR Griffith,O+,83.4,"5' 3""",Break and Enter Commercial,South Vancouver,645
2634,2635,male,American,Giovanna,Dixon,354 Boulevard Cremazie,Quebec,Quebec,G1R 1B8,Canada,WilliamLDixon@dayrep.com,418-692-5443,12/31/1984,38,Milling and planing machine operator,Crandall's Fine Furniture,2004 Nissan Xterra,A+,96.0,"6' 0""",Mischief,Latchford,53
2635,2636,male,American,Carol,Harvey,3853 40th Street,Calgary,Alberta,T2N 2A7,Canada,GlenGHarvey@superrito.com,403-283-4958,1/17/1989,34,Merchandise manager,MacMarr Stores,2009 Volkswagen T5,A+,109.2,"5' 8""",Vehicle Collision or Pedestrian Struck (with Injury),Kitsilano,726
2636,2637,male,American,Valentin,Byard,784 Jasper Avenue,Edmonton,Alberta,T5J 3N2,Canada,CharlesIByard@gustr.com,780-644-6724,4/15/1994,28,Manpower development advisor,HouseWorks!,2001 Chrysler Cirrus,O-,89.1,"6' 1""",Vehicle Collision or Pedestrian Struck (with Injury),Oakville,2198
2637,2638,male,American,Susan,Wyckoff,1600 Toy Avenue,South Pickering,Ontario,L1V 1S8,Canada,RalphGWyckoff@einrot.com,905-837-2034,11-03-2000,22,Securities analyst,Merry-Go-Round,2002 Volkswagen Touareg,A+,90.8,"5' 10""",Vehicle Collision or Pedestrian Struck (with Injury),South Granville,100
2638,2639,male,American,Steve,Bosarge,2990 Port Washington Road,Lake Louise,Alberta,T0L 1E0,Canada,KennethFBosarge@einrot.com,403-522-8470,5/23/1983,39,Fish hatchery manager,Pay 'N Pak,1998 Venturi 400,A+,90.3,"6' 2""",Vehicle Collision or Pedestrian Struck (with Injury),Oakville,645
2639,2640,male,American,Florence,Kemp,355 Galts Ave,Red Deer,Alberta,T4N 5Z9,Canada,RobertEKemp@jourrapide.com,403-323-8805,04-01-1972,50,Legislator,Sammy's Record Shack,1998 Rover Mini,B+,101.5,"5' 8""",Break and Enter Residential/Other,Mount Pleasant,53
2640,2641,male,American,Vernon,Grover,1587 Yonge Street,Toronto,Ontario,M4W 1J7,Canada,JoesphBGrover@jourrapide.com,416-270-4291,9/14/1983,39,Audio control engineer,Future Plan,2012 BMW 116,A-,81.9,"5' 6""",Break and Enter Residential/Other,South Granville,41
